state,district,category,type,crimes,year
Kelantan,Bachok,assault,murder,1,2016
Kelantan,Bachok,assault,murder,0,2017
Kelantan,Bachok,assault,murder,0,2018
Kelantan,Bachok,assault,murder,1,2019
Kelantan,Bachok,assault,murder,2,2020
Kelantan,Bachok,assault,murder,0,2021
Kelantan,Bachok,assault,murder,0,2022
Kelantan,Bachok,assault,rape,21,2016
Kelantan,Bachok,assault,rape,16,2017
Kelantan,Bachok,assault,rape,11,2018
Kelantan,Bachok,assault,rape,10,2019
Kelantan,Bachok,assault,rape,8,2020
Kelantan,Bachok,assault,rape,14,2021
Kelantan,Bachok,assault,rape,7,2022
Kelantan,Bachok,assault,robbery_gang_armed,0,2016
Kelantan,Bachok,assault,robbery_gang_armed,0,2017
Kelantan,Bachok,assault,robbery_gang_armed,0,2018
Kelantan,Bachok,assault,robbery_gang_armed,0,2019
Kelantan,Bachok,assault,robbery_gang_armed,0,2020
Kelantan,Bachok,assault,robbery_gang_armed,0,2021
Kelantan,Bachok,assault,robbery_gang_armed,0,2022
Kelantan,Bachok,assault,robbery_gang_unarmed,8,2016
Kelantan,Bachok,assault,robbery_gang_unarmed,4,2017
Kelantan,Bachok,assault,robbery_gang_unarmed,7,2018
Kelantan,Bachok,assault,robbery_gang_unarmed,2,2019
Kelantan,Bachok,assault,robbery_gang_unarmed,4,2020
Kelantan,Bachok,assault,robbery_gang_unarmed,7,2021
Kelantan,Bachok,assault,robbery_gang_unarmed,5,2022
Kelantan,Bachok,assault,robbery_solo_armed,0,2016
Kelantan,Bachok,assault,robbery_solo_armed,0,2017
Kelantan,Bachok,assault,robbery_solo_armed,0,2018
Kelantan,Bachok,assault,robbery_solo_armed,0,2019
Kelantan,Bachok,assault,robbery_solo_armed,0,2020
Kelantan,Bachok,assault,robbery_solo_armed,0,2021
Kelantan,Bachok,assault,robbery_solo_armed,0,2022
Kelantan,Bachok,assault,robbery_solo_unarmed,1,2016
Kelantan,Bachok,assault,robbery_solo_unarmed,3,2017
Kelantan,Bachok,assault,robbery_solo_unarmed,3,2018
Kelantan,Bachok,assault,robbery_solo_unarmed,5,2019
Kelantan,Bachok,assault,robbery_solo_unarmed,5,2020
Kelantan,Bachok,assault,robbery_solo_unarmed,3,2021
Kelantan,Bachok,assault,robbery_solo_unarmed,3,2022
Kelantan,Bachok,property,all,290,2016
Kelantan,Bachok,property,all,253,2017
Kelantan,Bachok,property,all,217,2018
Kelantan,Bachok,property,all,200,2019
Kelantan,Bachok,property,all,156,2020
Kelantan,Bachok,property,all,147,2021
Kelantan,Bachok,property,all,157,2022
Kelantan,Bachok,property,break_in,73,2016
Kelantan,Bachok,property,break_in,67,2017
Kelantan,Bachok,property,break_in,44,2018
Kelantan,Bachok,property,break_in,70,2019
Kelantan,Bachok,property,break_in,45,2020
Kelantan,Bachok,property,break_in,40,2021
Kelantan,Bachok,property,break_in,36,2022
Kelantan,Bachok,property,theft_other,91,2016
Kelantan,Bachok,property,theft_other,32,2017
Kelantan,Bachok,property,theft_other,41,2018
Kelantan,Bachok,property,theft_other,44,2019
Kelantan,Bachok,property,theft_other,40,2020
Kelantan,Bachok,property,theft_other,56,2021
Kelantan,Bachok,property,theft_other,45,2022
Kelantan,Bachok,property,theft_vehicle_lorry,5,2016
Kelantan,Bachok,property,theft_vehicle_lorry,5,2017
Kelantan,Bachok,property,theft_vehicle_lorry,3,2018
Kelantan,Bachok,property,theft_vehicle_lorry,3,2019
Kelantan,Bachok,property,theft_vehicle_lorry,1,2020
Kelantan,Bachok,property,theft_vehicle_lorry,0,2021
Kelantan,Bachok,property,theft_vehicle_lorry,1,2022
Kelantan,Bachok,property,theft_vehicle_motorcar,17,2016
Kelantan,Bachok,property,theft_vehicle_motorcar,19,2017
Kelantan,Bachok,property,theft_vehicle_motorcar,20,2018
Kelantan,Bachok,property,theft_vehicle_motorcar,21,2019
Kelantan,Bachok,property,theft_vehicle_motorcar,6,2020
Kelantan,Bachok,property,theft_vehicle_motorcar,2,2021
Kelantan,Bachok,property,theft_vehicle_motorcar,8,2022
Kelantan,Bachok,property,theft_vehicle_motorcycle,104,2016
Kelantan,Bachok,property,theft_vehicle_motorcycle,130,2017
Kelantan,Bachok,property,theft_vehicle_motorcycle,109,2018
Kelantan,Bachok,property,theft_vehicle_motorcycle,62,2019
Kelantan,Bachok,property,theft_vehicle_motorcycle,64,2020
Kelantan,Bachok,property,theft_vehicle_motorcycle,49,2021
Kelantan,Bachok,property,theft_vehicle_motorcycle,67,2022
Kelantan,Gua Musang,assault,all,41,2016
Kelantan,Gua Musang,assault,all,34,2017
Kelantan,Gua Musang,assault,all,26,2018
Kelantan,Gua Musang,assault,all,30,2019
Kelantan,Gua Musang,assault,all,35,2020
Kelantan,Gua Musang,assault,all,29,2021
Kelantan,Gua Musang,assault,all,23,2022
Kelantan,Gua Musang,assault,causing_injury,27,2016
Kelantan,Gua Musang,assault,causing_injury,17,2017
Kelantan,Gua Musang,assault,causing_injury,11,2018
Kelantan,Gua Musang,assault,causing_injury,12,2019
Kelantan,Gua Musang,assault,causing_injury,17,2020
Kelantan,Gua Musang,assault,causing_injury,16,2021
Kelantan,Gua Musang,assault,causing_injury,11,2022
Kelantan,Gua Musang,assault,murder,3,2016
Kelantan,Gua Musang,assault,murder,2,2017
Kelantan,Gua Musang,assault,murder,0,2018
Kelantan,Gua Musang,assault,murder,3,2019
Kelantan,Gua Musang,assault,murder,3,2020
Kelantan,Gua Musang,assault,murder,1,2021
Kelantan,Gua Musang,assault,murder,2,2022
Kelantan,Gua Musang,assault,rape,8,2016
Kelantan,Gua Musang,assault,rape,7,2017
Kelantan,Gua Musang,assault,rape,6,2018
Kelantan,Gua Musang,assault,rape,4,2019
Kelantan,Gua Musang,assault,rape,10,2020
Kelantan,Gua Musang,assault,rape,8,2021
Kelantan,Gua Musang,assault,rape,3,2022
Kelantan,Gua Musang,assault,robbery_gang_armed,0,2016
Kelantan,Gua Musang,assault,robbery_gang_armed,0,2017
Kelantan,Gua Musang,assault,robbery_gang_armed,1,2018
Kelantan,Gua Musang,assault,robbery_gang_armed,0,2019
Kelantan,Gua Musang,assault,robbery_gang_armed,0,2020
Kelantan,Gua Musang,assault,robbery_gang_armed,1,2021
Kelantan,Gua Musang,assault,robbery_gang_armed,0,2022
Kelantan,Gua Musang,assault,robbery_gang_unarmed,3,2016
Kelantan,Gua Musang,assault,robbery_gang_unarmed,6,2017
Kelantan,Gua Musang,assault,robbery_gang_unarmed,5,2018
Kelantan,Gua Musang,assault,robbery_gang_unarmed,10,2019
Kelantan,Gua Musang,assault,robbery_gang_unarmed,1,2020
Kelantan,Gua Musang,assault,robbery_gang_unarmed,3,2021
Kelantan,Gua Musang,assault,robbery_gang_unarmed,6,2022
Kelantan,Gua Musang,assault,robbery_solo_armed,0,2016
Kelantan,Gua Musang,assault,robbery_solo_armed,0,2017
Kelantan,Gua Musang,assault,robbery_solo_armed,0,2018
Kelantan,Gua Musang,assault,robbery_solo_armed,0,2019
Kelantan,Gua Musang,assault,robbery_solo_armed,0,2020
Kelantan,Gua Musang,assault,robbery_solo_armed,0,2021
Kelantan,Gua Musang,assault,robbery_solo_armed,0,2022
Kelantan,Gua Musang,assault,robbery_solo_unarmed,0,2016
Kelantan,Gua Musang,assault,robbery_solo_unarmed,2,2017
Kelantan,Gua Musang,assault,robbery_solo_unarmed,3,2018
Kelantan,Gua Musang,assault,robbery_solo_unarmed,1,2019
Kelantan,Gua Musang,assault,robbery_solo_unarmed,4,2020
Kelantan,Gua Musang,assault,robbery_solo_unarmed,0,2021
Kelantan,Gua Musang,assault,robbery_solo_unarmed,1,2022
Kelantan,Gua Musang,property,all,192,2016
Kelantan,Gua Musang,property,all,164,2017
Kelantan,Gua Musang,property,all,123,2018
Kelantan,Gua Musang,property,all,122,2019
Kelantan,Gua Musang,property,all,81,2020
Kelantan,Gua Musang,property,all,70,2021
Kelantan,Gua Musang,property,all,95,2022
Kelantan,Gua Musang,property,break_in,34,2016
Kelantan,Gua Musang,property,break_in,26,2017
Kelantan,Gua Musang,property,break_in,16,2018
Kelantan,Gua Musang,property,break_in,36,2019
Kelantan,Gua Musang,property,break_in,27,2020
Kelantan,Gua Musang,property,break_in,23,2021
Kelantan,Gua Musang,property,break_in,21,2022
Kelantan,Gua Musang,property,theft_other,26,2016
Kelantan,Gua Musang,property,theft_other,38,2017
Kelantan,Gua Musang,property,theft_other,40,2018
Kelantan,Gua Musang,property,theft_other,45,2019
Kelantan,Gua Musang,property,theft_other,33,2020
Kelantan,Gua Musang,property,theft_other,36,2021
Kelantan,Gua Musang,property,theft_other,50,2022
Kelantan,Gua Musang,property,theft_vehicle_lorry,3,2016
Kelantan,Gua Musang,property,theft_vehicle_lorry,2,2017
Kelantan,Gua Musang,property,theft_vehicle_lorry,8,2018
Kelantan,Gua Musang,property,theft_vehicle_lorry,0,2019
Kelantan,Gua Musang,property,theft_vehicle_lorry,2,2020
Kelantan,Gua Musang,property,theft_vehicle_lorry,0,2021
Kelantan,Gua Musang,property,theft_vehicle_lorry,1,2022
Kelantan,Gua Musang,property,theft_vehicle_motorcar,36,2016
Kelantan,Gua Musang,property,theft_vehicle_motorcar,26,2017
Kelantan,Gua Musang,property,theft_vehicle_motorcar,17,2018
Kelantan,Gua Musang,property,theft_vehicle_motorcar,8,2019
Kelantan,Gua Musang,property,theft_vehicle_motorcar,3,2020
Kelantan,Gua Musang,property,theft_vehicle_motorcar,3,2021
Kelantan,Gua Musang,property,theft_vehicle_motorcar,5,2022
Kelantan,Gua Musang,property,theft_vehicle_motorcycle,93,2016
Kelantan,Gua Musang,property,theft_vehicle_motorcycle,72,2017
Kelantan,Gua Musang,property,theft_vehicle_motorcycle,42,2018
Kelantan,Gua Musang,property,theft_vehicle_motorcycle,33,2019
Kelantan,Gua Musang,property,theft_vehicle_motorcycle,16,2020
Kelantan,Gua Musang,property,theft_vehicle_motorcycle,8,2021
Kelantan,Gua Musang,property,theft_vehicle_motorcycle,18,2022
Kelantan,Jeli,assault,all,8,2016
Kelantan,Jeli,assault,all,6,2017
Kelantan,Jeli,assault,all,9,2018
Kelantan,Jeli,assault,all,5,2019
Kelantan,Jeli,assault,all,6,2020
Kelantan,Jeli,assault,all,9,2021
Kelantan,Jeli,assault,all,11,2022
Kelantan,Jeli,assault,causing_injury,2,2016
Kelantan,Jeli,assault,causing_injury,1,2017
Kelantan,Jeli,assault,causing_injury,3,2018
Kelantan,Jeli,assault,causing_injury,2,2019
Kelantan,Jeli,assault,causing_injury,4,2020
Kelantan,Jeli,assault,causing_injury,3,2021
Kelantan,Jeli,assault,causing_injury,7,2022
Kelantan,Jeli,assault,murder,0,2016
Kelantan,Jeli,assault,murder,0,2017
Kelantan,Jeli,assault,murder,0,2018
Kelantan,Jeli,assault,murder,0,2019
Kelantan,Jeli,assault,murder,0,2020
Kelantan,Jeli,assault,murder,1,2021
Kelantan,Jeli,assault,murder,0,2022
Kelantan,Jeli,assault,rape,5,2016
Kelantan,Jeli,assault,rape,4,2017
Kelantan,Jeli,assault,rape,4,2018
Kelantan,Jeli,assault,rape,2,2019
Kelantan,Jeli,assault,rape,1,2020
Kelantan,Jeli,assault,rape,4,2021
Kelantan,Jeli,assault,rape,4,2022
Kelantan,Jeli,assault,robbery_gang_armed,0,2016
Kelantan,Jeli,assault,robbery_gang_armed,0,2017
Kelantan,Jeli,assault,robbery_gang_armed,0,2018
Kelantan,Jeli,assault,robbery_gang_armed,0,2019
Kelantan,Jeli,assault,robbery_gang_armed,0,2020
Kelantan,Jeli,assault,robbery_gang_armed,0,2021
Kelantan,Jeli,assault,robbery_gang_armed,0,2022
Kelantan,Jeli,assault,robbery_gang_unarmed,1,2016
Kelantan,Jeli,assault,robbery_gang_unarmed,1,2017
Kelantan,Jeli,assault,robbery_gang_unarmed,1,2018
Kelantan,Jeli,assault,robbery_gang_unarmed,0,2019
Kelantan,Jeli,assault,robbery_gang_unarmed,0,2020
Kelantan,Jeli,assault,robbery_gang_unarmed,1,2021
Kelantan,Jeli,assault,robbery_gang_unarmed,0,2022
Kelantan,Jeli,assault,robbery_solo_armed,0,2016
Kelantan,Jeli,assault,robbery_solo_armed,0,2017
Kelantan,Jeli,assault,robbery_solo_armed,0,2018
Kelantan,Jeli,assault,robbery_solo_armed,0,2019
Kelantan,Jeli,assault,robbery_solo_armed,0,2020
Kelantan,Jeli,assault,robbery_solo_armed,0,2021
Kelantan,Jeli,assault,robbery_solo_armed,0,2022
Kelantan,Jeli,assault,robbery_solo_unarmed,0,2016
Kelantan,Jeli,assault,robbery_solo_unarmed,0,2017
Kelantan,Jeli,assault,robbery_solo_unarmed,1,2018
Kelantan,Jeli,assault,robbery_solo_unarmed,1,2019
Kelantan,Jeli,assault,robbery_solo_unarmed,1,2020
Kelantan,Jeli,assault,robbery_solo_unarmed,0,2021
Kelantan,Jeli,assault,robbery_solo_unarmed,0,2022
Kelantan,Jeli,property,all,38,2016
Kelantan,Jeli,property,all,43,2017
Kelantan,Jeli,property,all,43,2018
Kelantan,Jeli,property,all,45,2019
Kelantan,Jeli,property,all,32,2020
Kelantan,Jeli,property,all,24,2021
Kelantan,Jeli,property,all,32,2022
Kelantan,Jeli,property,break_in,12,2016
Kelantan,Jeli,property,break_in,14,2017
Kelantan,Jeli,property,break_in,15,2018
Kelantan,Jeli,property,break_in,21,2019
Kelantan,Jeli,property,break_in,17,2020
Kelantan,Jeli,property,break_in,9,2021
Kelantan,Jeli,property,break_in,9,2022
Kelantan,Jeli,property,theft_other,7,2016
Kelantan,Jeli,property,theft_other,4,2017
Kelantan,Jeli,property,theft_other,8,2018
Kelantan,Jeli,property,theft_other,9,2019
Kelantan,Jeli,property,theft_other,10,2020
Kelantan,Jeli,property,theft_other,12,2021
Kelantan,Jeli,property,theft_other,14,2022
Kelantan,Jeli,property,theft_vehicle_lorry,2,2016
Kelantan,Jeli,property,theft_vehicle_lorry,0,2017
Kelantan,Jeli,property,theft_vehicle_lorry,2,2018
Kelantan,Jeli,property,theft_vehicle_lorry,0,2019
Kelantan,Jeli,property,theft_vehicle_lorry,0,2020
Kelantan,Jeli,property,theft_vehicle_lorry,0,2021
Kelantan,Jeli,property,theft_vehicle_lorry,0,2022
Kelantan,Jeli,property,theft_vehicle_motorcar,2,2016
Kelantan,Jeli,property,theft_vehicle_motorcar,3,2017
Kelantan,Jeli,property,theft_vehicle_motorcar,2,2018
Kelantan,Jeli,property,theft_vehicle_motorcar,4,2019
Kelantan,Jeli,property,theft_vehicle_motorcar,0,2020
Kelantan,Jeli,property,theft_vehicle_motorcar,1,2021
Kelantan,Jeli,property,theft_vehicle_motorcar,2,2022
Kelantan,Jeli,property,theft_vehicle_motorcycle,15,2016
Kelantan,Jeli,property,theft_vehicle_motorcycle,22,2017
Kelantan,Jeli,property,theft_vehicle_motorcycle,16,2018
Kelantan,Jeli,property,theft_vehicle_motorcycle,11,2019
Kelantan,Jeli,property,theft_vehicle_motorcycle,5,2020
Kelantan,Jeli,property,theft_vehicle_motorcycle,2,2021
Kelantan,Jeli,property,theft_vehicle_motorcycle,7,2022
Kelantan,Kota Bharu,assault,all,127,2016
Kelantan,Kota Bharu,assault,all,188,2017
Kelantan,Kota Bharu,assault,all,168,2018
Kelantan,Kota Bharu,assault,all,133,2019
Kelantan,Kota Bharu,assault,all,128,2020
Kelantan,Kota Bharu,assault,all,106,2021
Kelantan,Kota Bharu,assault,all,135,2022
Kelantan,Kota Bharu,assault,causing_injury,58,2016
Kelantan,Kota Bharu,assault,causing_injury,56,2017
Kelantan,Kota Bharu,assault,causing_injury,41,2018
Kelantan,Kota Bharu,assault,causing_injury,32,2019
Kelantan,Kota Bharu,assault,causing_injury,34,2020
Kelantan,Kota Bharu,assault,causing_injury,34,2021
Kelantan,Kota Bharu,assault,causing_injury,60,2022
Kelantan,Kota Bharu,assault,murder,0,2016
Kelantan,Kota Bharu,assault,murder,3,2017
Kelantan,Kota Bharu,assault,murder,2,2018
Kelantan,Kota Bharu,assault,murder,1,2019
Kelantan,Kota Bharu,assault,murder,2,2020
Kelantan,Kota Bharu,assault,murder,2,2021
Kelantan,Kota Bharu,assault,murder,2,2022
Kelantan,Kota Bharu,assault,rape,35,2016
Kelantan,Kota Bharu,assault,rape,28,2017
Kelantan,Kota Bharu,assault,rape,25,2018
Kelantan,Kota Bharu,assault,rape,11,2019
Kelantan,Kota Bharu,assault,rape,16,2020
Kelantan,Kota Bharu,assault,rape,28,2021
Kelantan,Kota Bharu,assault,rape,31,2022
Kelantan,Kota Bharu,assault,robbery_gang_armed,1,2016
Kelantan,Kota Bharu,assault,robbery_gang_armed,2,2017
Kelantan,Kota Bharu,assault,robbery_gang_armed,2,2018
Kelantan,Kota Bharu,assault,robbery_gang_armed,2,2019
Kelantan,Kota Bharu,assault,robbery_gang_armed,0,2020
Kelantan,Kota Bharu,assault,robbery_gang_armed,0,2021
Kelantan,Kota Bharu,assault,robbery_gang_armed,0,2022
Kelantan,Kota Bharu,assault,robbery_gang_unarmed,22,2016
Kelantan,Kota Bharu,assault,robbery_gang_unarmed,63,2017
Kelantan,Kota Bharu,assault,robbery_gang_unarmed,61,2018
Kelantan,Kota Bharu,assault,robbery_gang_unarmed,50,2019
Kelantan,Kota Bharu,assault,robbery_gang_unarmed,38,2020
Kelantan,Kota Bharu,assault,robbery_gang_unarmed,23,2021
Kelantan,Kota Bharu,assault,robbery_gang_unarmed,27,2022
Kelantan,Kota Bharu,assault,robbery_solo_armed,1,2016
Kelantan,Kota Bharu,assault,robbery_solo_armed,0,2017
Kelantan,Kota Bharu,assault,robbery_solo_armed,0,2018
Kelantan,Kota Bharu,assault,robbery_solo_armed,0,2019
Kelantan,Kota Bharu,assault,robbery_solo_armed,0,2020
Kelantan,Kota Bharu,assault,robbery_solo_armed,0,2021
Kelantan,Kota Bharu,assault,robbery_solo_armed,0,2022
Kelantan,Kota Bharu,assault,robbery_solo_unarmed,10,2016
Kelantan,Kota Bharu,assault,robbery_solo_unarmed,36,2017
Kelantan,Kota Bharu,assault,robbery_solo_unarmed,37,2018
Kelantan,Kota Bharu,assault,robbery_solo_unarmed,37,2019
Kelantan,Kota Bharu,assault,robbery_solo_unarmed,38,2020
Kelantan,Kota Bharu,assault,robbery_solo_unarmed,19,2021
Kelantan,Kota Bharu,assault,robbery_solo_unarmed,15,2022
Kelantan,Kota Bharu,property,all,1734,2016
Kelantan,Kota Bharu,property,all,1812,2017
Kelantan,Kota Bharu,property,all,1429,2018
Kelantan,Kota Bharu,property,all,1351,2019
Kelantan,Kota Bharu,property,all,845,2020
Kelantan,Kota Bharu,property,all,693,2021
Kelantan,Kota Bharu,property,all,715,2022
Kelantan,Kota Bharu,property,break_in,206,2016
Kelantan,Kota Bharu,property,break_in,158,2017
Kelantan,Kota Bharu,property,break_in,34,2018
Kelantan,Kota Bharu,property,break_in,341,2019
Kelantan,Kota Bharu,property,break_in,234,2020
Kelantan,Kota Bharu,property,break_in,180,2021
Kelantan,Kota Bharu,property,break_in,166,2022
Kelantan,Kota Bharu,property,theft_other,142,2016
Kelantan,Kota Bharu,property,theft_other,141,2017
Kelantan,Kota Bharu,property,theft_other,175,2018
Kelantan,Kota Bharu,property,theft_other,258,2019
Kelantan,Kota Bharu,property,theft_other,188,2020
Kelantan,Kota Bharu,property,theft_other,197,2021
Kelantan,Kota Bharu,property,theft_other,192,2022
Kelantan,Kota Bharu,property,theft_vehicle_lorry,62,2016
Kelantan,Kota Bharu,property,theft_vehicle_lorry,66,2017
Kelantan,Kota Bharu,property,theft_vehicle_lorry,32,2018
Kelantan,Kota Bharu,property,theft_vehicle_lorry,11,2019
Kelantan,Kota Bharu,property,theft_vehicle_lorry,6,2020
Kelantan,Kota Bharu,property,theft_vehicle_lorry,4,2021
Kelantan,Kota Bharu,property,theft_vehicle_lorry,10,2022
Kelantan,Kota Bharu,property,theft_vehicle_motorcar,396,2016
Kelantan,Kota Bharu,property,theft_vehicle_motorcar,434,2017
Kelantan,Kota Bharu,property,theft_vehicle_motorcar,288,2018
Kelantan,Kota Bharu,property,theft_vehicle_motorcar,176,2019
Kelantan,Kota Bharu,property,theft_vehicle_motorcar,62,2020
Kelantan,Kota Bharu,property,theft_vehicle_motorcar,43,2021
Kelantan,Kota Bharu,property,theft_vehicle_motorcar,70,2022
Kelantan,Kota Bharu,property,theft_vehicle_motorcycle,928,2016
Kelantan,Kota Bharu,property,theft_vehicle_motorcycle,1013,2017
Kelantan,Kota Bharu,property,theft_vehicle_motorcycle,900,2018
Kelantan,Kota Bharu,property,theft_vehicle_motorcycle,565,2019
Kelantan,Kota Bharu,property,theft_vehicle_motorcycle,355,2020
Kelantan,Kota Bharu,property,theft_vehicle_motorcycle,269,2021
Kelantan,Kota Bharu,property,theft_vehicle_motorcycle,277,2022
Kelantan,Kuala Krai,assault,all,47,2016
Kelantan,Kuala Krai,assault,all,44,2017
Kelantan,Kuala Krai,assault,all,27,2018
Kelantan,Kuala Krai,assault,all,30,2019
Kelantan,Kuala Krai,assault,all,30,2020
Kelantan,Kuala Krai,assault,all,17,2021
Kelantan,Kuala Krai,assault,all,24,2022
Kelantan,Kuala Krai,assault,causing_injury,24,2016
Kelantan,Kuala Krai,assault,causing_injury,26,2017
Kelantan,Kuala Krai,assault,causing_injury,15,2018
Kelantan,Kuala Krai,assault,causing_injury,19,2019
Kelantan,Kuala Krai,assault,causing_injury,17,2020
Kelantan,Kuala Krai,assault,causing_injury,9,2021
Kelantan,Kuala Krai,assault,causing_injury,11,2022
Kelantan,Kuala Krai,assault,murder,1,2016
Kelantan,Kuala Krai,assault,murder,1,2017
Kelantan,Kuala Krai,assault,murder,0,2018
Kelantan,Kuala Krai,assault,murder,0,2019
Kelantan,Kuala Krai,assault,murder,1,2020
Kelantan,Kuala Krai,assault,murder,0,2021
Kelantan,Kuala Krai,assault,murder,0,2022
Kelantan,Kuala Krai,assault,rape,15,2016
Kelantan,Kuala Krai,assault,rape,6,2017
Kelantan,Kuala Krai,assault,rape,5,2018
Kelantan,Kuala Krai,assault,rape,7,2019
Kelantan,Kuala Krai,assault,rape,10,2020
Kelantan,Kuala Krai,assault,rape,8,2021
Kelantan,Kuala Krai,assault,rape,11,2022
Kelantan,Kuala Krai,assault,robbery_gang_armed,0,2016
Kelantan,Kuala Krai,assault,robbery_gang_armed,0,2017
Kelantan,Kuala Krai,assault,robbery_gang_armed,0,2018
Kelantan,Kuala Krai,assault,robbery_gang_armed,0,2019
Kelantan,Kuala Krai,assault,robbery_gang_armed,0,2020
Kelantan,Kuala Krai,assault,robbery_gang_armed,0,2021
Kelantan,Kuala Krai,assault,robbery_gang_armed,0,2022
Kelantan,Kuala Krai,assault,robbery_gang_unarmed,5,2016
Kelantan,Kuala Krai,assault,robbery_gang_unarmed,8,2017
Kelantan,Kuala Krai,assault,robbery_gang_unarmed,5,2018
Kelantan,Kuala Krai,assault,robbery_gang_unarmed,2,2019
Kelantan,Kuala Krai,assault,robbery_gang_unarmed,1,2020
Kelantan,Kuala Krai,assault,robbery_gang_unarmed,0,2021
Kelantan,Kuala Krai,assault,robbery_gang_unarmed,1,2022
Kelantan,Kuala Krai,assault,robbery_solo_armed,0,2016
Kelantan,Kuala Krai,assault,robbery_solo_armed,0,2017
Kelantan,Kuala Krai,assault,robbery_solo_armed,0,2018
Kelantan,Kuala Krai,assault,robbery_solo_armed,0,2019
Kelantan,Kuala Krai,assault,robbery_solo_armed,0,2020
Kelantan,Kuala Krai,assault,robbery_solo_armed,0,2021
Kelantan,Kuala Krai,assault,robbery_solo_armed,0,2022
Kelantan,Kuala Krai,assault,robbery_solo_unarmed,2,2016
Kelantan,Kuala Krai,assault,robbery_solo_unarmed,3,2017
Kelantan,Kuala Krai,assault,robbery_solo_unarmed,2,2018
Kelantan,Kuala Krai,assault,robbery_solo_unarmed,2,2019
Kelantan,Kuala Krai,assault,robbery_solo_unarmed,1,2020
Kelantan,Kuala Krai,assault,robbery_solo_unarmed,0,2021
Kelantan,Kuala Krai,assault,robbery_solo_unarmed,1,2022
Kelantan,Kuala Krai,property,all,209,2016
Kelantan,Kuala Krai,property,all,210,2017
Kelantan,Kuala Krai,property,all,162,2018
Kelantan,Kuala Krai,property,all,134,2019
Kelantan,Kuala Krai,property,all,86,2020
Kelantan,Kuala Krai,property,all,51,2021
Kelantan,Kuala Krai,property,all,38,2022
Kelantan,Kuala Krai,property,break_in,31,2016
Kelantan,Kuala Krai,property,break_in,33,2017
Kelantan,Kuala Krai,property,break_in,42,2018
Kelantan,Kuala Krai,property,break_in,40,2019
Kelantan,Kuala Krai,property,break_in,23,2020
Kelantan,Kuala Krai,property,break_in,20,2021
Kelantan,Kuala Krai,property,break_in,9,2022
Kelantan,Kuala Krai,property,theft_other,64,2016
Kelantan,Kuala Krai,property,theft_other,64,2017
Kelantan,Kuala Krai,property,theft_other,67,2018
Kelantan,Kuala Krai,property,theft_other,62,2019
Kelantan,Kuala Krai,property,theft_other,40,2020
Kelantan,Kuala Krai,property,theft_other,20,2021
Kelantan,Kuala Krai,property,theft_other,13,2022
Kelantan,Kuala Krai,property,theft_vehicle_lorry,2,2016
Kelantan,Kuala Krai,property,theft_vehicle_lorry,2,2017
Kelantan,Kuala Krai,property,theft_vehicle_lorry,2,2018
Kelantan,Kuala Krai,property,theft_vehicle_lorry,1,2019
Kelantan,Kuala Krai,property,theft_vehicle_lorry,0,2020
Kelantan,Kuala Krai,property,theft_vehicle_lorry,0,2021
Kelantan,Kuala Krai,property,theft_vehicle_lorry,1,2022
Kelantan,Kuala Krai,property,theft_vehicle_motorcar,23,2016
Kelantan,Kuala Krai,property,theft_vehicle_motorcar,36,2017
Kelantan,Kuala Krai,property,theft_vehicle_motorcar,15,2018
Kelantan,Kuala Krai,property,theft_vehicle_motorcar,8,2019
Kelantan,Kuala Krai,property,theft_vehicle_motorcar,1,2020
Kelantan,Kuala Krai,property,theft_vehicle_motorcar,0,2021
Kelantan,Kuala Krai,property,theft_vehicle_motorcar,7,2022
Kelantan,Kuala Krai,property,theft_vehicle_motorcycle,89,2016
Kelantan,Kuala Krai,property,theft_vehicle_motorcycle,75,2017
Kelantan,Kuala Krai,property,theft_vehicle_motorcycle,36,2018
Kelantan,Kuala Krai,property,theft_vehicle_motorcycle,23,2019
Kelantan,Kuala Krai,property,theft_vehicle_motorcycle,22,2020
Kelantan,Kuala Krai,property,theft_vehicle_motorcycle,11,2021
Kelantan,Kuala Krai,property,theft_vehicle_motorcycle,8,2022
Kelantan,Machang,assault,all,22,2016
Kelantan,Machang,assault,all,38,2017
Kelantan,Machang,assault,all,29,2018
Kelantan,Machang,assault,all,19,2019
Kelantan,Machang,assault,all,30,2020
Kelantan,Machang,assault,all,20,2021
Kelantan,Machang,assault,all,15,2022
Kelantan,Machang,assault,causing_injury,11,2016
Kelantan,Machang,assault,causing_injury,17,2017
Kelantan,Machang,assault,causing_injury,14,2018
Kelantan,Machang,assault,causing_injury,4,2019
Kelantan,Machang,assault,causing_injury,13,2020
Kelantan,Machang,assault,causing_injury,13,2021
Kelantan,Machang,assault,causing_injury,6,2022
Kelantan,Machang,assault,murder,0,2016
Kelantan,Machang,assault,murder,1,2017
Kelantan,Machang,assault,murder,0,2018
Kelantan,Machang,assault,murder,0,2019
Kelantan,Machang,assault,murder,1,2020
Kelantan,Machang,assault,murder,1,2021
Kelantan,Machang,assault,murder,0,2022
Kelantan,Machang,assault,rape,7,2016
Kelantan,Machang,assault,rape,5,2017
Kelantan,Machang,assault,rape,5,2018
Kelantan,Machang,assault,rape,4,2019
Kelantan,Machang,assault,rape,7,2020
Kelantan,Machang,assault,rape,2,2021
Kelantan,Machang,assault,rape,3,2022
Kelantan,Machang,assault,robbery_gang_armed,0,2016
