state,district,category,type,crimes,year
Sabah,Kota Belud,property,theft_vehicle_motorcar,1,2021
Sabah,Kota Belud,property,theft_vehicle_motorcar,0,2022
Sabah,Kota Belud,property,theft_vehicle_motorcycle,14,2016
Sabah,Kota Belud,property,theft_vehicle_motorcycle,14,2017
Sabah,Kota Belud,property,theft_vehicle_motorcycle,10,2018
Sabah,Kota Belud,property,theft_vehicle_motorcycle,6,2019
Sabah,Kota Belud,property,theft_vehicle_motorcycle,5,2020
Sabah,Kota Belud,property,theft_vehicle_motorcycle,10,2021
Sabah,Kota Belud,property,theft_vehicle_motorcycle,8,2022
Sabah,Kota Kinabalu,assault,all,107,2016
Sabah,Kota Kinabalu,assault,all,151,2017
Sabah,Kota Kinabalu,assault,all,98,2018
Sabah,Kota Kinabalu,assault,all,112,2019
Sabah,Kota Kinabalu,assault,all,111,2020
Sabah,Kota Kinabalu,assault,all,88,2021
Sabah,Kota Kinabalu,assault,all,125,2022
Sabah,Kota Kinabalu,assault,causing_injury,30,2016
Sabah,Kota Kinabalu,assault,causing_injury,34,2017
Sabah,Kota Kinabalu,assault,causing_injury,31,2018
Sabah,Kota Kinabalu,assault,causing_injury,35,2019
Sabah,Kota Kinabalu,assault,causing_injury,41,2020
Sabah,Kota Kinabalu,assault,causing_injury,39,2021
Sabah,Kota Kinabalu,assault,causing_injury,40,2022
Sabah,Kota Kinabalu,assault,murder,6,2016
Sabah,Kota Kinabalu,assault,murder,3,2017
Sabah,Kota Kinabalu,assault,murder,6,2018
Sabah,Kota Kinabalu,assault,murder,5,2019
Sabah,Kota Kinabalu,assault,murder,4,2020
Sabah,Kota Kinabalu,assault,murder,1,2021
Sabah,Kota Kinabalu,assault,murder,6,2022
Sabah,Kota Kinabalu,assault,rape,29,2016
Sabah,Kota Kinabalu,assault,rape,32,2017
Sabah,Kota Kinabalu,assault,rape,20,2018
Sabah,Kota Kinabalu,assault,rape,33,2019
Sabah,Kota Kinabalu,assault,rape,22,2020
Sabah,Kota Kinabalu,assault,rape,15,2021
Sabah,Kota Kinabalu,assault,rape,31,2022
Sabah,Kota Kinabalu,assault,robbery_gang_armed,0,2016
Sabah,Kota Kinabalu,assault,robbery_gang_armed,0,2017
Sabah,Kota Kinabalu,assault,robbery_gang_armed,0,2018
Sabah,Kota Kinabalu,assault,robbery_gang_armed,0,2019
Sabah,Kota Kinabalu,assault,robbery_gang_armed,0,2020
Sabah,Kota Kinabalu,assault,robbery_gang_armed,0,2021
Sabah,Kota Kinabalu,assault,robbery_gang_armed,1,2022
Sabah,Kota Kinabalu,assault,robbery_gang_unarmed,28,2016
Sabah,Kota Kinabalu,assault,robbery_gang_unarmed,45,2017
Sabah,Kota Kinabalu,assault,robbery_gang_unarmed,18,2018
Sabah,Kota Kinabalu,assault,robbery_gang_unarmed,24,2019
Sabah,Kota Kinabalu,assault,robbery_gang_unarmed,24,2020
Sabah,Kota Kinabalu,assault,robbery_gang_unarmed,18,2021
Sabah,Kota Kinabalu,assault,robbery_gang_unarmed,22,2022
Sabah,Kota Kinabalu,assault,robbery_solo_armed,0,2016
Sabah,Kota Kinabalu,assault,robbery_solo_armed,0,2017
Sabah,Kota Kinabalu,assault,robbery_solo_armed,0,2018
Sabah,Kota Kinabalu,assault,robbery_solo_armed,0,2019
Sabah,Kota Kinabalu,assault,robbery_solo_armed,0,2020
Sabah,Kota Kinabalu,assault,robbery_solo_armed,0,2021
Sabah,Kota Kinabalu,assault,robbery_solo_armed,0,2022
Sabah,Kota Kinabalu,assault,robbery_solo_unarmed,14,2016
Sabah,Kota Kinabalu,assault,robbery_solo_unarmed,37,2017
Sabah,Kota Kinabalu,assault,robbery_solo_unarmed,23,2018
Sabah,Kota Kinabalu,assault,robbery_solo_unarmed,15,2019
Sabah,Kota Kinabalu,assault,robbery_solo_unarmed,20,2020
Sabah,Kota Kinabalu,assault,robbery_solo_unarmed,15,2021
Sabah,Kota Kinabalu,assault,robbery_solo_unarmed,25,2022
Sabah,Kota Kinabalu,property,all,1245,2016
Sabah,Kota Kinabalu,property,all,1387,2017
Sabah,Kota Kinabalu,property,all,1333,2018
Sabah,Kota Kinabalu,property,all,1122,2019
Sabah,Kota Kinabalu,property,all,893,2020
Sabah,Kota Kinabalu,property,all,861,2021
Sabah,Kota Kinabalu,property,all,1165,2022
Sabah,Kota Kinabalu,property,break_in,363,2016
Sabah,Kota Kinabalu,property,break_in,448,2017
Sabah,Kota Kinabalu,property,break_in,331,2018
Sabah,Kota Kinabalu,property,break_in,357,2019
Sabah,Kota Kinabalu,property,break_in,317,2020
Sabah,Kota Kinabalu,property,break_in,315,2021
Sabah,Kota Kinabalu,property,break_in,420,2022
Sabah,Kota Kinabalu,property,theft_other,549,2016
Sabah,Kota Kinabalu,property,theft_other,639,2017
Sabah,Kota Kinabalu,property,theft_other,773,2018
Sabah,Kota Kinabalu,property,theft_other,528,2019
Sabah,Kota Kinabalu,property,theft_other,444,2020
Sabah,Kota Kinabalu,property,theft_other,472,2021
Sabah,Kota Kinabalu,property,theft_other,585,2022
Sabah,Kota Kinabalu,property,theft_vehicle_lorry,53,2016
Sabah,Kota Kinabalu,property,theft_vehicle_lorry,46,2017
Sabah,Kota Kinabalu,property,theft_vehicle_lorry,34,2018
Sabah,Kota Kinabalu,property,theft_vehicle_lorry,40,2019
Sabah,Kota Kinabalu,property,theft_vehicle_lorry,14,2020
Sabah,Kota Kinabalu,property,theft_vehicle_lorry,4,2021
Sabah,Kota Kinabalu,property,theft_vehicle_lorry,15,2022
Sabah,Kota Kinabalu,property,theft_vehicle_motorcar,77,2016
Sabah,Kota Kinabalu,property,theft_vehicle_motorcar,76,2017
Sabah,Kota Kinabalu,property,theft_vehicle_motorcar,51,2018
Sabah,Kota Kinabalu,property,theft_vehicle_motorcar,62,2019
Sabah,Kota Kinabalu,property,theft_vehicle_motorcar,27,2020
Sabah,Kota Kinabalu,property,theft_vehicle_motorcar,16,2021
Sabah,Kota Kinabalu,property,theft_vehicle_motorcar,39,2022
Sabah,Kota Kinabalu,property,theft_vehicle_motorcycle,203,2016
Sabah,Kota Kinabalu,property,theft_vehicle_motorcycle,178,2017
Sabah,Kota Kinabalu,property,theft_vehicle_motorcycle,144,2018
Sabah,Kota Kinabalu,property,theft_vehicle_motorcycle,135,2019
Sabah,Kota Kinabalu,property,theft_vehicle_motorcycle,91,2020
Sabah,Kota Kinabalu,property,theft_vehicle_motorcycle,54,2021
Sabah,Kota Kinabalu,property,theft_vehicle_motorcycle,106,2022
Sabah,Kota Kinabatangan,assault,all,18,2016
Sabah,Kota Kinabatangan,assault,all,14,2017
Sabah,Kota Kinabatangan,assault,all,16,2018
Sabah,Kota Kinabatangan,assault,all,12,2019
Sabah,Kota Kinabatangan,assault,all,15,2020
Sabah,Kota Kinabatangan,assault,all,9,2021
Sabah,Kota Kinabatangan,assault,all,18,2022
Sabah,Kota Kinabatangan,assault,causing_injury,4,2016
Sabah,Kota Kinabatangan,assault,causing_injury,2,2017
Sabah,Kota Kinabatangan,assault,causing_injury,5,2018
Sabah,Kota Kinabatangan,assault,causing_injury,6,2019
Sabah,Kota Kinabatangan,assault,causing_injury,7,2020
Sabah,Kota Kinabatangan,assault,causing_injury,4,2021
Sabah,Kota Kinabatangan,assault,causing_injury,9,2022
Sabah,Kota Kinabatangan,assault,murder,8,2016
Sabah,Kota Kinabatangan,assault,murder,2,2017
Sabah,Kota Kinabatangan,assault,murder,5,2018
Sabah,Kota Kinabatangan,assault,murder,2,2019
Sabah,Kota Kinabatangan,assault,murder,2,2020
Sabah,Kota Kinabatangan,assault,murder,1,2021
Sabah,Kota Kinabatangan,assault,murder,2,2022
Sabah,Kota Kinabatangan,assault,rape,4,2016
Sabah,Kota Kinabatangan,assault,rape,9,2017
Sabah,Kota Kinabatangan,assault,rape,4,2018
Sabah,Kota Kinabatangan,assault,rape,1,2019
Sabah,Kota Kinabatangan,assault,rape,5,2020
Sabah,Kota Kinabatangan,assault,rape,4,2021
Sabah,Kota Kinabatangan,assault,rape,5,2022
Sabah,Kota Kinabatangan,assault,robbery_gang_armed,0,2016
Sabah,Kota Kinabatangan,assault,robbery_gang_armed,0,2017
Sabah,Kota Kinabatangan,assault,robbery_gang_armed,0,2018
Sabah,Kota Kinabatangan,assault,robbery_gang_armed,0,2019
Sabah,Kota Kinabatangan,assault,robbery_gang_armed,0,2020
Sabah,Kota Kinabatangan,assault,robbery_gang_armed,0,2021
Sabah,Kota Kinabatangan,assault,robbery_gang_armed,0,2022
Sabah,Kota Kinabatangan,assault,robbery_gang_unarmed,2,2016
Sabah,Kota Kinabatangan,assault,robbery_gang_unarmed,0,2017
Sabah,Kota Kinabatangan,assault,robbery_gang_unarmed,2,2018
Sabah,Kota Kinabatangan,assault,robbery_gang_unarmed,3,2019
Sabah,Kota Kinabatangan,assault,robbery_gang_unarmed,0,2020
Sabah,Kota Kinabatangan,assault,robbery_gang_unarmed,0,2021
Sabah,Kota Kinabatangan,assault,robbery_gang_unarmed,0,2022
Sabah,Kota Kinabatangan,assault,robbery_solo_armed,0,2016
Sabah,Kota Kinabatangan,assault,robbery_solo_armed,0,2017
Sabah,Kota Kinabatangan,assault,robbery_solo_armed,0,2018
Sabah,Kota Kinabatangan,assault,robbery_solo_armed,0,2019
Sabah,Kota Kinabatangan,assault,robbery_solo_armed,0,2020
Sabah,Kota Kinabatangan,assault,robbery_solo_armed,0,2021
Sabah,Kota Kinabatangan,assault,robbery_solo_armed,0,2022
Sabah,Kota Kinabatangan,assault,robbery_solo_unarmed,0,2016
Sabah,Kota Kinabatangan,assault,robbery_solo_unarmed,1,2017
Sabah,Kota Kinabatangan,assault,robbery_solo_unarmed,0,2018
Sabah,Kota Kinabatangan,assault,robbery_solo_unarmed,0,2019
Sabah,Kota Kinabatangan,assault,robbery_solo_unarmed,1,2020
Sabah,Kota Kinabatangan,assault,robbery_solo_unarmed,0,2021
Sabah,Kota Kinabatangan,assault,robbery_solo_unarmed,2,2022
Sabah,Kota Kinabatangan,property,all,39,2016
Sabah,Kota Kinabatangan,property,all,47,2017
Sabah,Kota Kinabatangan,property,all,64,2018
Sabah,Kota Kinabatangan,property,all,65,2019
Sabah,Kota Kinabatangan,property,all,46,2020
Sabah,Kota Kinabatangan,property,all,60,2021
Sabah,Kota Kinabatangan,property,all,52,2022
Sabah,Kota Kinabatangan,property,break_in,4,2016
Sabah,Kota Kinabatangan,property,break_in,11,2017
Sabah,Kota Kinabatangan,property,break_in,22,2018
Sabah,Kota Kinabatangan,property,break_in,28,2019
Sabah,Kota Kinabatangan,property,break_in,16,2020
Sabah,Kota Kinabatangan,property,break_in,14,2021
Sabah,Kota Kinabatangan,property,break_in,14,2022
Sabah,Kota Kinabatangan,property,theft_other,14,2016
Sabah,Kota Kinabatangan,property,theft_other,20,2017
Sabah,Kota Kinabatangan,property,theft_other,24,2018
Sabah,Kota Kinabatangan,property,theft_other,24,2019
Sabah,Kota Kinabatangan,property,theft_other,26,2020
Sabah,Kota Kinabatangan,property,theft_other,31,2021
Sabah,Kota Kinabatangan,property,theft_other,28,2022
Sabah,Kota Kinabatangan,property,theft_vehicle_lorry,0,2016
Sabah,Kota Kinabatangan,property,theft_vehicle_lorry,0,2017
Sabah,Kota Kinabatangan,property,theft_vehicle_lorry,0,2018
Sabah,Kota Kinabatangan,property,theft_vehicle_lorry,2,2019
Sabah,Kota Kinabatangan,property,theft_vehicle_lorry,0,2020
Sabah,Kota Kinabatangan,property,theft_vehicle_lorry,2,2021
Sabah,Kota Kinabatangan,property,theft_vehicle_lorry,1,2022
Sabah,Kota Kinabatangan,property,theft_vehicle_motorcar,3,2016
Sabah,Kota Kinabatangan,property,theft_vehicle_motorcar,4,2017
Sabah,Kota Kinabatangan,property,theft_vehicle_motorcar,1,2018
Sabah,Kota Kinabatangan,property,theft_vehicle_motorcar,0,2019
Sabah,Kota Kinabatangan,property,theft_vehicle_motorcar,0,2020
Sabah,Kota Kinabatangan,property,theft_vehicle_motorcar,2,2021
Sabah,Kota Kinabatangan,property,theft_vehicle_motorcar,0,2022
Sabah,Kota Kinabatangan,property,theft_vehicle_motorcycle,18,2016
Sabah,Kota Kinabatangan,property,theft_vehicle_motorcycle,12,2017
Sabah,Kota Kinabatangan,property,theft_vehicle_motorcycle,17,2018
Sabah,Kota Kinabatangan,property,theft_vehicle_motorcycle,11,2019
Sabah,Kota Kinabatangan,property,theft_vehicle_motorcycle,4,2020
Sabah,Kota Kinabatangan,property,theft_vehicle_motorcycle,11,2021
Sabah,Kota Kinabatangan,property,theft_vehicle_motorcycle,9,2022
Sabah,Kota Marudu,assault,all,18,2016
Sabah,Kota Marudu,assault,all,16,2017
Sabah,Kota Marudu,assault,all,11,2018
Sabah,Kota Marudu,assault,all,15,2019
Sabah,Kota Marudu,assault,all,16,2020
Sabah,Kota Marudu,assault,all,5,2021
Sabah,Kota Marudu,assault,all,15,2022
Sabah,Kota Marudu,assault,causing_injury,7,2016
Sabah,Kota Marudu,assault,causing_injury,8,2017
Sabah,Kota Marudu,assault,causing_injury,4,2018
Sabah,Kota Marudu,assault,causing_injury,3,2019
Sabah,Kota Marudu,assault,causing_injury,4,2020
Sabah,Kota Marudu,assault,causing_injury,0,2021
Sabah,Kota Marudu,assault,causing_injury,5,2022
Sabah,Kota Marudu,assault,murder,3,2016
Sabah,Kota Marudu,assault,murder,0,2017
Sabah,Kota Marudu,assault,murder,1,2018
Sabah,Kota Marudu,assault,murder,1,2019
Sabah,Kota Marudu,assault,murder,3,2020
Sabah,Kota Marudu,assault,murder,0,2021
Sabah,Kota Marudu,assault,murder,0,2022
Sabah,Kota Marudu,assault,rape,7,2016
Sabah,Kota Marudu,assault,rape,6,2017
Sabah,Kota Marudu,assault,rape,5,2018
Sabah,Kota Marudu,assault,rape,10,2019
Sabah,Kota Marudu,assault,rape,9,2020
Sabah,Kota Marudu,assault,rape,5,2021
Sabah,Kota Marudu,assault,rape,9,2022
Sabah,Kota Marudu,assault,robbery_gang_armed,0,2016
Sabah,Kota Marudu,assault,robbery_gang_armed,0,2017
Sabah,Kota Marudu,assault,robbery_gang_armed,0,2018
Sabah,Kota Marudu,assault,robbery_gang_armed,0,2019
Sabah,Kota Marudu,assault,robbery_gang_armed,0,2020
Sabah,Kota Marudu,assault,robbery_gang_armed,0,2021
Sabah,Kota Marudu,assault,robbery_gang_armed,0,2022
Sabah,Kota Marudu,assault,robbery_gang_unarmed,1,2016
Sabah,Kota Marudu,assault,robbery_gang_unarmed,0,2017
Sabah,Kota Marudu,assault,robbery_gang_unarmed,1,2018
Sabah,Kota Marudu,assault,robbery_gang_unarmed,0,2019
Sabah,Kota Marudu,assault,robbery_gang_unarmed,0,2020
Sabah,Kota Marudu,assault,robbery_gang_unarmed,0,2021
Sabah,Kota Marudu,assault,robbery_gang_unarmed,0,2022
Sabah,Kota Marudu,assault,robbery_solo_armed,0,2016
Sabah,Kota Marudu,assault,robbery_solo_armed,0,2017
Sabah,Kota Marudu,assault,robbery_solo_armed,0,2018
Sabah,Kota Marudu,assault,robbery_solo_armed,0,2019
Sabah,Kota Marudu,assault,robbery_solo_armed,0,2020
Sabah,Kota Marudu,assault,robbery_solo_armed,0,2021
Sabah,Kota Marudu,assault,robbery_solo_armed,0,2022
Sabah,Kota Marudu,assault,robbery_solo_unarmed,0,2016
Sabah,Kota Marudu,assault,robbery_solo_unarmed,2,2017
Sabah,Kota Marudu,assault,robbery_solo_unarmed,0,2018
Sabah,Kota Marudu,assault,robbery_solo_unarmed,1,2019
Sabah,Kota Marudu,assault,robbery_solo_unarmed,0,2020
Sabah,Kota Marudu,assault,robbery_solo_unarmed,0,2021
Sabah,Kota Marudu,assault,robbery_solo_unarmed,1,2022
Sabah,Kota Marudu,property,all,51,2016
Sabah,Kota Marudu,property,all,86,2017
Sabah,Kota Marudu,property,all,107,2018
Sabah,Kota Marudu,property,all,97,2019
Sabah,Kota Marudu,property,all,52,2020
Sabah,Kota Marudu,property,all,54,2021
Sabah,Kota Marudu,property,all,66,2022
Sabah,Kota Marudu,property,break_in,20,2016
Sabah,Kota Marudu,property,break_in,26,2017
Sabah,Kota Marudu,property,break_in,39,2018
Sabah,Kota Marudu,property,break_in,35,2019
Sabah,Kota Marudu,property,break_in,19,2020
Sabah,Kota Marudu,property,break_in,27,2021
Sabah,Kota Marudu,property,break_in,40,2022
Sabah,Kota Marudu,property,theft_other,21,2016
Sabah,Kota Marudu,property,theft_other,42,2017
Sabah,Kota Marudu,property,theft_other,45,2018
Sabah,Kota Marudu,property,theft_other,52,2019
Sabah,Kota Marudu,property,theft_other,26,2020
Sabah,Kota Marudu,property,theft_other,23,2021
Sabah,Kota Marudu,property,theft_other,19,2022
Sabah,Kota Marudu,property,theft_vehicle_lorry,0,2016
Sabah,Kota Marudu,property,theft_vehicle_lorry,1,2017
Sabah,Kota Marudu,property,theft_vehicle_lorry,1,2018
Sabah,Kota Marudu,property,theft_vehicle_lorry,1,2019
Sabah,Kota Marudu,property,theft_vehicle_lorry,0,2020
Sabah,Kota Marudu,property,theft_vehicle_lorry,0,2021
Sabah,Kota Marudu,property,theft_vehicle_lorry,2,2022
Sabah,Kota Marudu,property,theft_vehicle_motorcar,1,2016
Sabah,Kota Marudu,property,theft_vehicle_motorcar,2,2017
Sabah,Kota Marudu,property,theft_vehicle_motorcar,0,2018
Sabah,Kota Marudu,property,theft_vehicle_motorcar,2,2019
Sabah,Kota Marudu,property,theft_vehicle_motorcar,0,2020
Sabah,Kota Marudu,property,theft_vehicle_motorcar,0,2021
Sabah,Kota Marudu,property,theft_vehicle_motorcar,1,2022
Sabah,Kota Marudu,property,theft_vehicle_motorcycle,9,2016
Sabah,Kota Marudu,property,theft_vehicle_motorcycle,15,2017
Sabah,Kota Marudu,property,theft_vehicle_motorcycle,22,2018
Sabah,Kota Marudu,property,theft_vehicle_motorcycle,7,2019
Sabah,Kota Marudu,property,theft_vehicle_motorcycle,7,2020
Sabah,Kota Marudu,property,theft_vehicle_motorcycle,4,2021
Sabah,Kota Marudu,property,theft_vehicle_motorcycle,4,2022
Sabah,Kudat,assault,all,8,2016
Sabah,Kudat,assault,all,14,2017
Sabah,Kudat,assault,all,12,2018
Sabah,Kudat,assault,all,6,2019
Sabah,Kudat,assault,all,7,2020
Sabah,Kudat,assault,all,9,2021
Sabah,Kudat,assault,all,12,2022
Sabah,Kudat,assault,causing_injury,2,2016
Sabah,Kudat,assault,causing_injury,6,2017
Sabah,Kudat,assault,causing_injury,5,2018
Sabah,Kudat,assault,causing_injury,0,2019
Sabah,Kudat,assault,causing_injury,4,2020
Sabah,Kudat,assault,causing_injury,3,2021
Sabah,Kudat,assault,causing_injury,3,2022
Sabah,Kudat,assault,murder,2,2016
Sabah,Kudat,assault,murder,1,2017
Sabah,Kudat,assault,murder,0,2018
Sabah,Kudat,assault,murder,1,2019
Sabah,Kudat,assault,murder,0,2020
Sabah,Kudat,assault,murder,0,2021
Sabah,Kudat,assault,murder,1,2022
Sabah,Kudat,assault,rape,1,2016
Sabah,Kudat,assault,rape,6,2017
Sabah,Kudat,assault,rape,6,2018
Sabah,Kudat,assault,rape,3,2019
Sabah,Kudat,assault,rape,2,2020
Sabah,Kudat,assault,rape,6,2021
Sabah,Kudat,assault,rape,8,2022
Sabah,Kudat,assault,robbery_gang_armed,0,2016
Sabah,Kudat,assault,robbery_gang_armed,0,2017
Sabah,Kudat,assault,robbery_gang_armed,0,2018
Sabah,Kudat,assault,robbery_gang_armed,0,2019
Sabah,Kudat,assault,robbery_gang_armed,0,2020
Sabah,Kudat,assault,robbery_gang_armed,0,2021
Sabah,Kudat,assault,robbery_gang_armed,0,2022
Sabah,Kudat,assault,robbery_gang_unarmed,1,2016
Sabah,Kudat,assault,robbery_gang_unarmed,0,2017
Sabah,Kudat,assault,robbery_gang_unarmed,1,2018
Sabah,Kudat,assault,robbery_gang_unarmed,1,2019
Sabah,Kudat,assault,robbery_gang_unarmed,0,2020
Sabah,Kudat,assault,robbery_gang_unarmed,0,2021
Sabah,Kudat,assault,robbery_gang_unarmed,0,2022
Sabah,Kudat,assault,robbery_solo_armed,0,2016
Sabah,Kudat,assault,robbery_solo_armed,0,2017
Sabah,Kudat,assault,robbery_solo_armed,0,2018
Sabah,Kudat,assault,robbery_solo_armed,0,2019
Sabah,Kudat,assault,robbery_solo_armed,0,2020
Sabah,Kudat,assault,robbery_solo_armed,0,2021
Sabah,Kudat,assault,robbery_solo_armed,0,2022
Sabah,Kudat,assault,robbery_solo_unarmed,2,2016
Sabah,Kudat,assault,robbery_solo_unarmed,1,2017
Sabah,Kudat,assault,robbery_solo_unarmed,0,2018
Sabah,Kudat,assault,robbery_solo_unarmed,1,2019
Sabah,Kudat,assault,robbery_solo_unarmed,1,2020
Sabah,Kudat,assault,robbery_solo_unarmed,0,2021
Sabah,Kudat,assault,robbery_solo_unarmed,0,2022
Sabah,Kudat,property,all,51,2016
Sabah,Kudat,property,all,42,2017
Sabah,Kudat,property,all,42,2018
Sabah,Kudat,property,all,42,2019
Sabah,Kudat,property,all,27,2020
Sabah,Kudat,property,all,16,2021
Sabah,Kudat,property,all,26,2022
Sabah,Kudat,property,break_in,34,2016
Sabah,Kudat,property,break_in,15,2017
Sabah,Kudat,property,break_in,17,2018
Sabah,Kudat,property,break_in,18,2019
Sabah,Kudat,property,break_in,18,2020
Sabah,Kudat,property,break_in,9,2021
Sabah,Kudat,property,break_in,10,2022
Sabah,Kudat,property,theft_other,11,2016
Sabah,Kudat,property,theft_other,20,2017
Sabah,Kudat,property,theft_other,22,2018
Sabah,Kudat,property,theft_other,21,2019
Sabah,Kudat,property,theft_other,9,2020
Sabah,Kudat,property,theft_other,6,2021
Sabah,Kudat,property,theft_other,14,2022
Sabah,Kudat,property,theft_vehicle_lorry,0,2016
Sabah,Kudat,property,theft_vehicle_lorry,0,2017
Sabah,Kudat,property,theft_vehicle_lorry,0,2018
Sabah,Kudat,property,theft_vehicle_lorry,0,2019
Sabah,Kudat,property,theft_vehicle_lorry,0,2020
Sabah,Kudat,property,theft_vehicle_lorry,0,2021
Sabah,Kudat,property,theft_vehicle_lorry,0,2022
Sabah,Kudat,property,theft_vehicle_motorcar,2,2016
Sabah,Kudat,property,theft_vehicle_motorcar,1,2017
Sabah,Kudat,property,theft_vehicle_motorcar,0,2018
Sabah,Kudat,property,theft_vehicle_motorcar,1,2019
Sabah,Kudat,property,theft_vehicle_motorcar,0,2020
Sabah,Kudat,property,theft_vehicle_motorcar,1,2021
Sabah,Kudat,property,theft_vehicle_motorcar,0,2022
Sabah,Kudat,property,theft_vehicle_motorcycle,4,2016
Sabah,Kudat,property,theft_vehicle_motorcycle,6,2017
Sabah,Kudat,property,theft_vehicle_motorcycle,3,2018
Sabah,Kudat,property,theft_vehicle_motorcycle,2,2019
Sabah,Kudat,property,theft_vehicle_motorcycle,0,2020
Sabah,Kudat,property,theft_vehicle_motorcycle,0,2021
Sabah,Kudat,property,theft_vehicle_motorcycle,2,2022
Sabah,Kunak,assault,all,12,2016
Sabah,Kunak,assault,all,8,2017
Sabah,Kunak,assault,all,7,2018
Sabah,Kunak,assault,all,4,2019
Sabah,Kunak,assault,all,6,2020
Sabah,Kunak,assault,all,7,2021
Sabah,Kunak,assault,all,8,2022
Sabah,Kunak,assault,causing_injury,5,2016
Sabah,Kunak,assault,causing_injury,3,2017
Sabah,Kunak,assault,causing_injury,1,2018
Sabah,Kunak,assault,causing_injury,0,2019
Sabah,Kunak,assault,causing_injury,0,2020
Sabah,Kunak,assault,causing_injury,2,2021
Sabah,Kunak,assault,causing_injury,3,2022
Sabah,Kunak,assault,murder,0,2016
Sabah,Kunak,assault,murder,0,2017
Sabah,Kunak,assault,murder,0,2018
Sabah,Kunak,assault,murder,0,2019
Sabah,Kunak,assault,murder,0,2020
Sabah,Kunak,assault,murder,1,2021
Sabah,Kunak,assault,murder,1,2022
Sabah,Kunak,assault,rape,4,2016
Sabah,Kunak,assault,rape,2,2017
Sabah,Kunak,assault,rape,4,2018
Sabah,Kunak,assault,rape,0,2019
Sabah,Kunak,assault,rape,3,2020
Sabah,Kunak,assault,rape,1,2021
Sabah,Kunak,assault,rape,1,2022
Sabah,Kunak,assault,robbery_gang_armed,1,2016
Sabah,Kunak,assault,robbery_gang_armed,0,2017
Sabah,Kunak,assault,robbery_gang_armed,0,2018
Sabah,Kunak,assault,robbery_gang_armed,0,2019
Sabah,Kunak,assault,robbery_gang_armed,0,2020
Sabah,Kunak,assault,robbery_gang_armed,0,2021
Sabah,Kunak,assault,robbery_gang_armed,0,2022
Sabah,Kunak,assault,robbery_gang_unarmed,2,2016
Sabah,Kunak,assault,robbery_gang_unarmed,2,2017
Sabah,Kunak,assault,robbery_gang_unarmed,1,2018
Sabah,Kunak,assault,robbery_gang_unarmed,3,2019
Sabah,Kunak,assault,robbery_gang_unarmed,1,2020
Sabah,Kunak,assault,robbery_gang_unarmed,0,2021
Sabah,Kunak,assault,robbery_gang_unarmed,0,2022
Sabah,Kunak,assault,robbery_solo_armed,0,2016
Sabah,Kunak,assault,robbery_solo_armed,0,2017
Sabah,Kunak,assault,robbery_solo_armed,0,2018
Sabah,Kunak,assault,robbery_solo_armed,0,2019
Sabah,Kunak,assault,robbery_solo_armed,0,2020
Sabah,Kunak,assault,robbery_solo_armed,0,2021
Sabah,Kunak,assault,robbery_solo_armed,0,2022
Sabah,Kunak,assault,robbery_solo_unarmed,0,2016
Sabah,Kunak,assault,robbery_solo_unarmed,1,2017
Sabah,Kunak,assault,robbery_solo_unarmed,1,2018
Sabah,Kunak,assault,robbery_solo_unarmed,1,2019
Sabah,Kunak,assault,robbery_solo_unarmed,2,2020
Sabah,Kunak,assault,robbery_solo_unarmed,3,2021
Sabah,Kunak,assault,robbery_solo_unarmed,3,2022
Sabah,Kunak,property,all,74,2016
Sabah,Kunak,property,all,87,2017
Sabah,Kunak,property,all,42,2018
Sabah,Kunak,property,all,66,2019
Sabah,Kunak,property,all,39,2020
Sabah,Kunak,property,all,37,2021
Sabah,Kunak,property,all,29,2022
Sabah,Kunak,property,break_in,42,2016
Sabah,Kunak,property,break_in,54,2017
Sabah,Kunak,property,break_in,13,2018
Sabah,Kunak,property,break_in,30,2019
Sabah,Kunak,property,break_in,24,2020
Sabah,Kunak,property,break_in,21,2021
Sabah,Kunak,property,break_in,12,2022
Sabah,Kunak,property,theft_other,16,2016
Sabah,Kunak,property,theft_other,24,2017
Sabah,Kunak,property,theft_other,22,2018
Sabah,Kunak,property,theft_other,28,2019
Sabah,Kunak,property,theft_other,9,2020
Sabah,Kunak,property,theft_other,12,2021
Sabah,Kunak,property,theft_other,15,2022
Sabah,Kunak,property,theft_vehicle_lorry,1,2016
Sabah,Kunak,property,theft_vehicle_lorry,0,2017
Sabah,Kunak,property,theft_vehicle_lorry,0,2018
Sabah,Kunak,property,theft_vehicle_lorry,1,2019
Sabah,Kunak,property,theft_vehicle_lorry,0,2020
Sabah,Kunak,property,theft_vehicle_lorry,0,2021
Sabah,Kunak,property,theft_vehicle_lorry,0,2022
Sabah,Kunak,property,theft_vehicle_motorcar,4,2016
Sabah,Kunak,property,theft_vehicle_motorcar,1,2017
Sabah,Kunak,property,theft_vehicle_motorcar,0,2018
Sabah,Kunak,property,theft_vehicle_motorcar,2,2019
Sabah,Kunak,property,theft_vehicle_motorcar,1,2020
Sabah,Kunak,property,theft_vehicle_motorcar,2,2021
Sabah,Kunak,property,theft_vehicle_motorcar,1,2022
Sabah,Kunak,property,theft_vehicle_motorcycle,11,2016
Sabah,Kunak,property,theft_vehicle_motorcycle,8,2017
Sabah,Kunak,property,theft_vehicle_motorcycle,7,2018
Sabah,Kunak,property,theft_vehicle_motorcycle,5,2019
